,business_name,location,inspection_score
4580,Ferry Plaza Seafood,"(37.8002323, -122.4103817)",96.0
4581,Bon Appetit @ Twitter,"(37.7767687, -122.4166164)",93.6666666667
4582,7-Eleven Store #2366-36486A,"(37.7921467, -122.3994225)",88.5714285714
4583,Veraci Pizza,"(37.7816276, -122.4098252)",84.0
4584,Mae Krua,"(37.7393606, -122.4180022)",97.6
4585,Pho Express,"(37.7909262, -122.4038582)",80.8333333333
4586,Earthbar,"(37.7971198, -122.4331018)",90.8571428571
4587,The Village,"(37.78264, -122.4093507)",96.0
4588,AFC Sushi @ Safeway #995,"(37.7827425, -122.4314956)",98.0
4589,AFC Sushi @ Safeway#909,"(37.7434099, -122.4741366)",94.0
4590,AFC Sushi @ Safeway #2646,"(37.8042359, -122.4172817)",92.6666666667
4591,AFC Sushi @ Safeway #985,"(37.7541947, -122.4888054)",98.0
4592,Crystal Jade Jiang Nan,"(37.7950648, -122.3964505)",100.0
4593,Delicateses La Plaza,"(37.7559653, -122.4141876)",87.3636363636
4594,Ha Nam Ninh Restaurant,"(37.7843672, -122.4179343)",76.0869565217
4595,E & J Fine Meats,"(37.7434741, -122.4269909)",88.0
4598,Dim Sum Club,"(37.799278, -122.4236197)",71.0909090909
4599,Puccini & Pinetti,"(37.7852592, -122.408542)",95.2
4600,Focaccia Market Bakery,"(37.7776451, -122.4131776)",87.3636363636
4601,Nespresso Boutique,"(37.78451, -122.4067089)",94.0
4602,Kushitsuru,"(37.7852966, -122.4306727)",78.0909090909
4603,Southside Spirit House,"(37.787105, -122.3974236)",84.0
4604,Bayshore Taqueria,"(37.7430988, -122.4055891)",83.8571428571
4605,"Pinhole Coffee, LLC","(37.7396485, -122.4190081)",100.0
4606,Tender Greens,"(37.7773258, -122.3933759)",88.8571428571
4607,Original Bakery,"(37.7969898, -122.410459)",74.0952380952
4608,City Lunch Restaurant,"(37.7256947, -122.3866674)",84.5714285714
4609,S & B Supermarket Inc.,"(37.7632327, -122.481726)",92.3333333333
4610,Marla Bakery,"(37.7755254, -122.4977108)",88.2222222222
4611,Twisted Donuts and Coffee,"(37.7540331999999, -122.4772443)",99.2
4612,Rintaro,"(37.7688804, -122.4151552)",91.0
4613,Mr. Holmes Bakehouse,"(37.7877518, -122.4181878)",98.0
4614,Home Plate,"(37.7996807, -122.438971)",70.75
4615,Sungari Dumpling House,"(37.7254619, -122.4339596)",86.6666666667
4616,Blue C Sushi,"(37.7278702, -122.4770819)",90.3333333333
4618,Brisas De Vallarta,"(37.7231549, -122.4356756)",86.2857142857
4619,City Discount Meat & Grocery Market,"(37.7603733, -122.4195468)",70.0
4621,Speciality's Cafe and Bakery,"(37.7845584, -122.3985641)",93.5
4622,Zenbelly,"(37.750466, -122.39495)",100.0
4625,Picnic On Third,"(37.781643, -122.3958541)",94.0
4626,Bright Les Clos,"(37.7783643, -122.3938842)",90.75
4627,Prince Cooking,"(37.7543695, -122.4777883)",79.6315789474
4628,Huli Huli Hawaiian Grill,"(37.7403114, -122.3891112)",87.3333333333
4629,El Ahorro,"(37.7414684, -122.4228417)",91.7777777778
4630,Huxley,"(37.7863953, -122.4172554)",96.0
4631,Tuyet Mai,"(37.7860617, -122.416602)",74.2
4633,Red Sauce Meatballs,"(37.8067864, -122.4314179)",96.0
4634,La Fisheria II,"(37.8067864, -122.4314179)",100.0
4635,Element D,"(37.769599, -122.421413)",98.0
4636,Kenny's Heart & Soul,"(37.8067864, -122.4314179)",96.0
4637,Creightons Cheese and Fine Foods,"(37.7445538, -122.452458)",85.0
4638,Lou's Cafe,"(37.7429759, -122.4823807)",97.0
4639,Yan Yan Seafood Restaurant,"(37.7610892, -122.4863175)",85.0
4641,AT&T PARK - Garden Table Stand,"(37.7785351, -122.3894833)",98.5
4642,AT&T PARK - Hearth Table Stand,"(37.7785351, -122.3894833)",96.5714285714
4643,AT&T PARK - Garden Bar,"(37.7785351, -122.3894833)",96.8
4644,AT&T PARK - Beverage Cart,"(37.7785351, -122.3894833)",96.2
4645,W Hotel San Francisco,"(37.7853041, -122.4005404)",96.5
4646,Oasis Grill,"(37.789152, -122.3976135)",94.6666666667
4647,Oasis Grill,"(37.7870307, -122.4036949)",91.0
4648,Taqueria Angelica's #2,"(37.8067864, -122.4314179)",94.0
4649,Bubble Cafe,"(37.7538945, -122.4902181)",87.0
4650,Buttermilk Southern Kitchen,"(37.7545795, -122.4091548)",91.8
4651,Spicy Legend,"(37.7819601, -122.4819719)",84.5
4652,Orenchi,"(37.770346, -122.4227336)",77.0
4653,Ella's,"(37.7871339, -122.4466032)",84.0
4654,Swich Bake Shop LLC,"(37.763288, -122.4801185)",96.0
4655,"Calibur, Inc.","(37.7402406, -122.46685)",93.0
4656,Chez Julien,"(37.7914786, -122.3999468)",84.5
4657,Tacos El Gallo,"(37.7275471, -122.4329403)",87.0
4658,Shizen Restaurant,"(37.7683598, -122.421768)",83.0
4659,Burger King #4474,"(37.778643, -122.415278)",75.6818181818
4660,Simply Delish LLC,"(37.7266905, -122.3940799)",93.0
4661,Mazarine Coffee,"(37.7876094999999, -122.4040736)",94.8
4662,The Crepe House,"(37.7930561, -122.4214017)",90.2222222222
4663,Deli 23,"(37.7543184, -122.404356)",90.625
4664,Sixth Course,"(37.7669669, -122.418759)",96.0
4666,Royal Cuckoo Market,"(37.7604353, -122.4186869)",87.0
4667,CurveBall,"(37.7697799, -122.4120353)",78.5
4668,Temo Cafe,"(37.752799, -122.412202)",93.0
4671,Aracely Restaurant,"(37.8279878, -122.3737799)",92.0
4672,Nano Cafe,"(37.764117, -122.417549)",96.0
4674,Bini's Kitchen LLC,"(37.7501803, -122.4140972)",94.5
4675,The Velvet Scoop,"(37.7555148, -122.4205405)",94.8
4676,The Whole Beast,"(37.781883, -122.411323)",94.3333333333
4677,AT&T PARK - Gotham Bar,"(37.7785351, -122.3894833)",99.4285714286
4678,AT&T PARK - Gotham Kitchen,"(37.7785351, -122.3894833)",94.6666666667
4680,Patxi's Pizza,"(37.7515807, -122.4329139)",89.0
4681,Patxi's Pizza,"(37.7641859, -122.4668041)",71.25
4682,398 Brasserie,"(37.7873662, -122.409671)",100.0
4683,Stanley Steamers,"(37.7879384, -122.4075056)",100.0
4684,Taqueria El Farolito #10,"(37.8075992, -122.4150063)",81.619047619
4686,Ladle and Leaf,"(37.7950111, -122.3978696)",100.0
4687,Peet's Coffee & Tea,"(37.7886928, -122.4038846)",94.3333333333
4688,"Antonelli Brothers Meat, Fish, and Poultry Inc.","(37.7861918, -122.4528223)",93.2
4689,Mochica,"(37.7623849999999, -122.3972869)",87.5
4690,Noodles & Company,"(37.7840953, -122.403379)",88.0
4691,Fillmore Billiards,"(37.7837814, -122.4328228)",100.0
4692,Sapore Group,"(37.7278218, -122.393814)",96.0
4693,JJ Bakery,"(37.7623741, -122.4660355)",76.0
4694,Edible Arrangements,"(37.7378947, -122.469618)",97.0
4695,Starbucks  Coffee #22607,"(37.7903775, -122.4018618)",99.3333333333
4696,Starbucks Coffee #22432,"(37.7896855, -122.4011369)",95.3333333333
4697,Cornology,"(37.7999127, -122.409318)",92.8
4698,Wrecking Ball Coffee Roasters,"(37.7967505, -122.4366291)",86.4
4699,Marlowe,"(37.778295, -122.3968831)",100.0
4700,BOWL'D ACAI,"(37.8067864, -122.4314179)",93.6666666667
4701,Kabob Job,"(37.8067864, -122.4314179)",91.0
4702,The Lab By Napaology,"(37.7898366, -122.4127105)",89.0
4703,Quickly,"(37.8075203, -122.4189323)",86.375
4704,Good MongKok Bakery,"(37.7955581, -122.4084737)",78.4
4705,Lazy Bear,"(37.7604112, -122.4197561)",98.0
4706,Villa Italian Kitchen,"(37.7280744, -122.4766433)",77.7857142857
4707,"Boba Guys, Inc.","(37.7900034, -122.4073009)",94.0
4708,West Coast Wine &  Cheese,"(37.796986, -122.4348769)",93.5
4710,Los Trinos Restaurant,"(37.7105067, -122.4485379)",93.5
4711,Nuubia San Francisco,"(37.7767687, -122.4166164)",97.3333333333
4712,Roy's #2501,"(37.7880669, -122.3992066)",92.0
4713,Ramen Underground,"(37.7915495, -122.4039795)",73.6363636364
4717,Kirimachi,"(37.7948167, -122.397348)",100.0
4718,Buffalo Kitchen,"(37.7118657, -122.4059081)",84.1111111111
4719,New Hampshire Market,"(37.7591253, -122.4080748)",93.6
4720,Spinnerie,"(37.7897466, -122.4207877)",80.6666666667
4721,Gourmet Catering Bay Area,"(37.7457068, -122.3988245)",96.4
4723,Wing Lee Restaurant,"(37.7828146, -122.4646394)",83.25
4724,Raavi,"(37.7961834, -122.4046348)",100.0
4725,Eddy's Market,"(37.7637535, -122.4683002)",88.0
4726,Mitsu Teahouse,"(37.7852847, -122.429177)",94.0
4727,Tikka Masala Ellis,"(37.7845433, -122.4132401)",62.0
4728,Bon Appetit Management Company,"(37.7656671, -122.4031453)",92.6666666667
4729,Fire of Brazil Express,"(37.784546, -122.406798)",84.75
4730,Taylor St. Coffee Shop,"(37.7856453, -122.4115444)",96.0
4731,Mercado Brasil,"(37.7528328, -122.4210037)",84.3846153846
4732,Kusina Ni Tess,"(37.7850983, -122.4101784)",85.7777777778
4733,Equator Coffees & Teas,"(37.7826339, -122.4102865)",94.0
4734,"KitTea, LLC","(37.7739149, -122.4221844)",95.2
4735,Project Juice,"(37.7603043, -122.4218258)",95.5
4736,Sodexo America LLC #43725001,"(37.7936084, -122.3957612)",78.0
4737,Snowbird Coffee,"(37.7631617, -122.4659739)",96.0
4738,Saigon Sandwiches,"(37.7831495, -122.417374)",83.2727272727
4739,Saigon Sandwiches,"(37.7832317, -122.4171655)",88.0
4740,Notes From Underground Cafe,"(37.7974813, -122.4240285)",89.7777777778
4741,Kingdom of Dumpling,"(37.7424841, -122.4846368)",88.5
4742,Parties That Cook,"(37.8049958, -122.409662)",100.0
4743,Project Juice LLC,"(37.7767687, -122.4166164)",95.0
4744,Tadu Ethiopian Kitchen,"(37.7847934, -122.4141884)",100.0
4748,Liholiho Yacht Club,"(37.7882319, -122.4145923)",98.0
4749,Bom Dia Market,"(37.7436649, -122.42909)",92.0
4750,Mugizo,"(37.7850458, -122.4320932)",83.875
4752,San Francisco Farmers Market,"(37.719425, -122.4384936)",83.75
4753,The Masonic Auditorium,"(37.791198, -122.4129823)",81.0
4754,Seed + Salt,"(37.8004938, -122.4401315)",77.8
4755,Hearth,"(37.7623487, -122.4348035)",91.5
4756,OZ Pizza,"(37.7606458, -122.4351508)",91.4285714286
4757,Tai Hing Inc.,"(37.7974916999999, -122.4082524)",89.8181818182
4758,The Market On Market,"(37.7767687, -122.4166164)",74.5
4759,Omakase,"(37.7706085, -122.4028558)",96.0
4760,Emmy's Spaghetti Shack,"(37.7451375, -122.4205013)",96.6666666667
4761,Stem Kitchen and Garden,"(37.7659063, -122.3874446)",96.0
4763,Tap (415),"(37.78451, -122.4067089)",96.5
4764,Arashi Sushi House,"(37.7810634, -122.4702069)",87.2
4765,Golden Saigon,"(37.7316870999999, -122.4055969)",73.875
4766,The Steamin' Burger,"(37.8067864, -122.4314179)",94.6666666667
4767,American Conservatory Theater,"(37.7798758, -122.413107)",94.0
4768,Alite Designs Inc,"(37.7620432999999, -122.4188234)",90.5
4770,Osaka Imai,"(37.753419, -122.490092)",92.0
4771,Caffe Central,"(37.7634786, -122.4591531)",96.0
4772,San Franpsycho,"(37.7650321, -122.4661734)",100.0
4773,Dosa Dosa LLC (Cart #1),"(37.7890516, -122.4040115)",81.2
4774,Dosa Dosa LLC (Cart #2),"(37.7890516, -122.4040115)",96.0
4776,Tao Sushi,"(37.7210847, -122.4378148)",86.6666666667
4777,L & G Vietnamese Sandwich,"(37.7833949, -122.4178649)",57.0
4778,Chapel Hill Coffee LLC,"(37.7942078, -122.4042332)",100.0
4779,Jade Chocolates,"(37.7807388, -122.4645023)",92.8
4782,The Market Hall,"(37.7743408, -122.3915214)",79.0909090909
4783,Grinders Pizzeria,"(37.7774587, -122.4637229)",100.0
4784,CA Academy of Science Cafe,"(37.7698293, -122.466105)",87.8
4785,Cafe 55,"(37.786345, -122.4067089)",100.0
4786,CA Academy of Science Terrace,"(37.7698293, -122.466105)",89.8
4788,CA Academy of Science Moss Room,"(37.7698293, -122.466105)",91.75
4789,A & L Sweet,"(37.7844515, -122.4179865)",82.0
4790,Kazan,"(37.7526836, -122.4084661)",94.0
4791,Tea Plus,"(37.7297266, -122.4042655)",89.3636363636
4792,Dapper Dog,"(37.7622828, -122.434936)",96.0
4793,Taqueria El Castillito,"(37.7816931, -122.4167591)",72.0
4794,Seoul of Taipei,"(37.7697799, -122.4120353)",91.2
4795,Azalina's,"(37.7767687, -122.4166164)",87.625
4796,Al's Place,"(37.7490401, -122.4201564)",88.0
4797,Mora Taco Truck,"(37.7542171, -122.4067969)",98.0
4798,Cozy Cafe,"(37.7880399, -122.4160793)",94.6666666667
4799,Chiefo's Kitchen,"(37.7501803, -122.4140972)",100.0
4800,Pressed Juicery,"(37.7902894, -122.3978488)",91.5
4801,Azalina's Kitchen,"(37.7225942, -122.3939328)",82.0
4802,Rock Japanese Cuisine,"(37.7915837, -122.4061135)",74.6666666667
4803,Mainland Market Co.,"(37.7800392, -122.479592)",89.5
4804,Round Table Pizza,"(37.7257489, -122.4336818)",93.2
4806,Sous Beurre Kitchen,"(37.753106, -122.4067338)",100.0
4807,L'emigrante,"(37.7620338, -122.419119)",90.0
4808,Caffe Cova a Boriana Foods Co.,"(37.7932696, -122.4043477)",92.0
4809,VinDebut LLC,"(37.7407215, -122.4659076)",96.0
4811,Wing Sing Bakery  LLC,"(37.7961667, -122.4086056)",81.9166666667
4812,Liquid Culture,"(37.7707133, -122.4183889)",83.0
4813,Henry's Hunan Restaurant,"(37.7938347, -122.4041692)",99.0
4814,Red Door Coffee,"(37.7873057, -122.3993712)",98.0
4815,Supercue Cafe,"(37.7242732, -122.4570181)",91.0
4816,The Progress,"(37.7836649, -122.4329344)",93.0
4817,Rainbow T Dessert,"(37.7253968, -122.4632669)",99.0
4819,Fox and Lion Bread Co,"(37.7296068, -122.3923499)",96.5
4820,Hampton Inn San Francisco Downtown Convention Center,"(37.782171, -122.407776)",98.0
4821,Amelie,"(37.7931093, -122.4209725)",98.0
4822,Sotto Mare Oysteria & Seafood,"(37.7997979, -122.4083422)",74.0
4824,La Capra Coffee,"(37.7905027, -122.3972152)",86.0
4825,Goodfellas Pizzeria & Grill,"(37.805506, -122.4131469)",87.8181818182
4827,Sunset Reservoir Brewing Company,"(37.7537878, -122.4824139)",90.0
4828,Blue Bottle Coffee,"(37.7832957, -122.4071967)",93.6666666667
4830,Pineapples,"(37.7230993, -122.4431596)",92.0
4831,Best Beverage Catering,"(37.7877515, -122.4214273)",90.6666666667
4832,AFC Sushi at Walgreens #890,"(37.7860234, -122.4082963)",100.0
4833,The Slice,"(37.7675568, -122.4296213)",96.0
4834,May Lee Restaurant,"(37.7648766999999, -122.4639738)",90.0
4835,Organic Chef Catering,"(37.750466, -122.39495)",100.0
4836,Asana Inc,"(37.7675345, -122.4111829)",100.0
4837,Waffle Cone Shop,"(37.8102858, -122.4104103)",92.4
4838,Liberty Cheesesteak,"(37.7697799, -122.4120353)",94.0
4839,Miss Tomato Sandwich Shop,"(37.7922841, -122.3979603)",85.8333333333
4841,Vallarta's Taco Bar,"(37.7524169, -122.4125985)",82.0
4842,Pier 39 Ice Cream Shop,"(37.808673, -122.409821)",98.0
4844,Spicy Queen,"(37.7809257, -122.4602694)",75.0
4845,Burma Bear,"(37.7692883, -122.4512114)",94.0
4846,Vallarta's Taco Bar,"(37.7646126, -122.4199777)",66.2307692308
4848,LucyGoBake,"(37.750858, -122.394103)",100.0
4849,Dragon Beaux,"(37.7805, -122.4807219)",80.0
4851,Carmelina's Taqueria,"(37.7638367, -122.4584644)",93.0
4853,"Love and Hummus Company, LLC","(37.7112103, -122.4043841)",99.0
4855,The Whole Cart,"(37.8067864, -122.4314179)",94.0
4856,Johnny Rockets,"(37.8083075, -122.4136339)",78.0
4857,Limon Peruvian Rotisserie,"(37.7570446, -122.4164587)",90.8571428571
4858,Wanna-E,"(37.8067864, -122.4314179)",100.0
4859,Californios,"(37.7553905, -122.4171241)",99.0
4860,Subway Sandwiches #61241,"(37.7338539, -122.4892911)",92.2
4861,Kan Ramen,"(37.7971657, -122.4062081)",93.3333333333
4862,Limon Rotisserie,"(37.7249591, -122.3958288)",91.0
4863,O'keeffe's Bar,"(37.7774343, -122.4626861)",100.0
4864,House of Sushi,"(37.7967091, -122.4220965)",85.0
4865,KYU3,"(37.7844218, -122.412994)",79.5333333333
4866,City Pizza & Yucatan Food,"(37.7830252, -122.4139404)",73.5
4867,Weaver's Coffee & Tea,"(37.7636603, -122.4332651)",93.2
4868,The View Cafe,"(37.7861524, -122.4480371)",91.0
4869,Burmese Kitchen,"(37.7809713, -122.4603635)",84.5
4870,Tofu Village,"(37.7637743, -122.4786487)",90.0
4871,Green Bar,"(37.7948167, -122.397348)",100.0
4872,Stanford Court Hotel,"(37.7914924, -122.4095468)",91.3333333333
4873,Stanford Court Hotel,"(37.7914924, -122.4095468)",94.0
4874,Pineapple King Bakery,"(37.763375, -122.4785082)",87.0
4875,Repose Coffee Bar and Gallery,"(37.7716078, -122.4368614)",100.0
4876,Arsicault Bakery,"(37.7834402, -122.4592374)",94.8
4877,Classy Chili,"(37.7428826, -122.4845729)",100.0
4878,Red Door Coffee,"(37.7879608, -122.3961165)",98.0
4879,Atlas Tap Room,"(37.7879523, -122.4002209)",98.0
4880,Dirty Water,"(37.7767687, -122.4166164)",82.8888888889
4881,Terrace Cafe,"(37.7905249, -122.4321279)",85.0
4882,Philz Coffee Truck,"(37.7923394, -122.4005822)",96.0
4883,Togo's,"(37.7669421, -122.409195)",92.0
4884,Fumi Curry,"(37.7440006, -122.420591)",84.2
4885,Village Pizzeria,"(37.7831114, -122.4592024)",87.0
4886,Kyoto Sushi,"(37.787153, -122.42209)",77.1666666667
4887,"Equinox Fitness SC San Francisco, Inc.","(37.7865509, -122.4043343)",84.8
4889,El Buen Comer,"(37.7417478, -122.4220498)",96.0
4890,Chairman SF LLC,"(37.7840687, -122.4175939)",88.5
4891,Emanuel Coffee,"(37.7723453, -122.4302742)",79.8333333333
4892,Subway Sandwiches #26855,"(37.7939589, -122.4009534)",87.2
4893,Blended Junction,"(37.7297826, -122.4764704)",88.0
4894,Sour Flour,"(37.7514056, -122.4289997)",100.0
4895,Wild Flower Cafe,"(37.7941509, -122.4016017)",95.5
4896,Little City Market,"(37.7988562, -122.4085436)",96.0
4897,Red Tavern,"(37.7817844, -122.4832761)",92.8
4898,Bon Appetit,"(37.7752315, -122.4175278)",90.25
4899,Bon Appetit Management Co (9th Floor),"(37.7876542, -122.4027601)",96.0
4900,The Epicurean Trader,"(37.7393322, -122.4176414)",100.0
4901,NOVY,"(37.7515448, -122.4321196)",95.3333333333
4902,Trilogi SF,"(37.7407961, -122.4037791)",100.0
4903,Bar 587,"(37.787812, -122.4113704)",100.0
4904,Sammy's Cafe,"(37.7887737, -122.4206966)",75.2727272727
4906,Taqueria La Iguana Azul,"(37.7160324, -122.4408056)",89.0
4907,Sushi Toni,"(37.7898252, -122.409464)",89.0
4908,Alcatraz Market,"(37.8062955, -122.4213137)",83.0
4909,The Crafty Fox Ale House,"(37.7698262, -122.4204105)",88.0
4910,Easy Breezy Frozen Yogurt,"(37.76103, -122.4346628)",100.0
4912,G & H Liquors & Grocery,"(37.7826162, -122.4124536)",95.3333333333
4913,Lori's Diner,"(37.7868381, -122.4096739)",82.0
4914,"Le Soleil International Holdings, Inc","(37.7829909, -122.4606844)",67.3636363636
4915,Mescolanza Restaurant,"(37.7814739, -122.4598511)",90.0
4916,Mozzeria,"(37.7697799, -122.4120353)",99.0
4917,Hoffmann's Grill & Rotisserie,"(37.7549853, -122.4235139)",96.0
4918,New Tree Cafe,"(37.7929446, -122.400294)",81.0
4919,Coffee Mission,"(37.7520372, -122.4190568)",96.6666666667
4920,La Noisette Caf�� and Deli,"(37.7665106, -122.4195391)",94.0
4921,Bayview Hunter's Point Multipurpose Senior Services,"(37.7369486, -122.3813306)",96.0
4923,The Flying Falafel,"(37.7811134, -122.4111017)",83.5
4924,Durso Cafe and Juice Bar,"(37.7782126, -122.3939394)",100.0
4925,Senor Sisig,"(37.8067864, -122.4314179)",93.0
4926,Senor Sisig #3,"(37.8067864, -122.4314179)",98.0
4928,Cool Cravings Cafe & Deli,"(37.7845771, -122.4400777)",91.0
4929,Pinecrest Diner,"(37.786896, -122.410011)",90.0
4930,Hyatt Fisherman's Wharf,"(37.8060216, -122.4162944)",87.3333333333
4931,Buzz,"(37.781584, -122.4560733)",90.0
4932,Fayes,"(37.7617876, -122.4243819)",100.0
4933,Wang Dae Bak,"(27.5233343, -99.5006327)",96.0
4935,Salem Grocery,"(37.786293, -122.4185089)",85.3333333333
4936,The TL,"(37.7855937, -122.4133956)",92.6666666667
4937,Bernal Heights Market,"(37.7422976, -122.421768)",86.25
4938,G Food Lounge,"(37.7837031, -122.3943769)",90.0
4939,Freshroll,"(37.7913315, -122.4014317)",89.0
4940,Dona Mayo Mexican Restaurant,"(37.7682915, -122.4175456)",96.0
4941,Jo Jo's Cafe,"(37.7242689, -122.4588988)",85.2222222222
4942,Native Juice Co.,"(37.7900719, -122.4033546)",90.4
4947,Halal Cart LLC,"(37.7938462, -122.3948366)",94.0
4948,Slurp Noodle Bar,"(37.7615011, -122.4347903)",88.0
4949,Crazy Pepper,"(37.7209008, -122.4462372)",60.0
4950,Bon Appetit Management Co,"(37.7876542, -122.4027601)",100.0
4951,Bon Appetit Management Co,"(37.7876542, -122.4027601)",96.0
4952,Bon Appetit Management Co,"(37.7876542, -122.4027601)",100.0
4954,Sharetea,"(37.7842717, -122.4031587)",92.8
4956,Vitality Bowls #20,"(37.7918989, -122.3928335)",94.0
4957,NTRI II LLC,"(37.7667464, -122.4306068)",92.0
4958,Martha & Bros. Coffee Co,"(37.7640791, -122.4622341)",86.0
4960,El Tesoro Taqueria and Grill,"(37.7854505, -122.4144814)",100.0
4962,SF - MLT,"(37.7825039, -122.4789364)",88.0
4963,Silver Cloud,"(37.8003635, -122.4342891)",77.1111111111
4964,Birba,"(37.7778404, -122.4242244)",90.0
4965,Bottle Zup,"(37.784118, -122.4064352)",88.0
4966,Super Save Supermarket,"(37.7367438, -122.3896784)",90.5714285714
4967,Sally's Restaurant and Deli,"(37.765725, -122.402024)",76.8461538462
4969,Koja Kitchen Truck,"(37.8067864, -122.4314179)",97.0
4970,Barry's Boot Camp,"(37.7998124, -122.4387604)",92.3333333333
4971,Dos Pinas,"(37.7667656, -122.4024758)",83.0
4972,McDonald's,"(37.7234943, -122.455453)",95.0
4973,Octavia,"(37.7879734, -122.4271263)",96.0
4974,Myriad,"(37.7572684, -122.4187327)",87.0
4976,Vietnam House,"(37.7834741, -122.4183574)",70.0
4977,Humphry Slocombe Ice Cream,"(37.7841182, -122.4104099)",94.0
4979,Kufu-Ya Japanese Restaurant Inc.,"(37.779412, -122.4945233)",98.0
4980,Woori Food Market,"(37.783751, -122.43249)",69.0
4981,Luna Rossa,"(37.7819382, -122.4831857)",94.6666666667
4982,Little Sweet,"(37.7814797, -122.4606872)",83.25
4983,Cafe Broadway,"(37.797982, -122.408209)",71.0625
4984,Bashfull Bull Too,"(37.7420178, -122.5048188)",89.0
4985,Mission Pie,"(37.7505546, -122.4179873)",100.0
4986,Tycoon Cafe & Restaurant,"(37.7857271, -122.4151627)",80.2307692308
4987,NTRI II LLC,"(37.7667464, -122.4306068)",94.6666666667
4988,NTRI II LLC,"(37.7667464, -122.4306068)",92.0
4991,Bobapioca,"(37.7946469, -122.4045611)",94.0
4992,Rocko's Ice Cream Taco,"(37.8067864, -122.4314179)",95.3333333333
4993,Plate,"(37.800117, -122.4397083)",89.0
4994,SF Noriega New Century Seafood,"(37.753461, -122.4897958)",84.0
4996,Sons & Daughters,"(37.7902809, -122.4091133)",87.0
4997,Little Beijing Restaurant,"(37.7543566, -122.477832)",81.6
4998,Rangoon Ruby Burmese Cuisine,"(37.7917464, -122.4207943)",64.8333333333
4999,Celtic Coffee Company,"(37.7809345999999, -122.4144381)",85.25
5000,Nourish Cafe,"(37.7852066, -122.4647575)",89.6
5001,Twirl And Dip,"(37.7645926, -122.4013107)",98.0
5002,Jicama LLC,"(37.750858, -122.394103)",100.0
5003,Chai Bar By David Rio,"(37.7815795, -122.4104437)",90.5
5004,Kung Food,"(37.7776586, -122.4387007)",82.0
5007,Philz Coffee,"(37.7543385, -122.3901851)",96.0
5008,AT&T PARK - Food Stand,"(37.7785351, -122.3894833)",93.0
5009,Tiffany's Cafe,"(37.7416128, -122.3874168)",90.0
5010,Kama O Deli LLC,"(37.7801921999999, -122.3946365)",90.0
5011,Hotel Vitale,"(37.793689, -122.3932986)",94.0
5012,Tian Sing Chinese Restaurant,"(37.7857555, -122.4085436)",81.0
5014,Built By The Counter,"(37.7278702, -122.4770819)",89.6
5015,Hillside Supper Club,"(37.7466436, -122.4133719)",100.0
5016,Love Healthy Foods,"(37.7278702, -122.4770819)",100.0
5017,Kahnfections,"(37.7400035, -122.409373)",100.0
5018,Mensho Tokyo,"(37.786707, -122.4143269)",98.0
5019,Parc 55 San Francisco a Hilton Hotel,"(37.784887, -122.4090343)",90.0
5021,San Francisco Japan Center Chocolate Chair Inc.,"(37.7852966, -122.4306727)",89.0
5022,Lord Stanley,"(37.7957697, -122.4219803)",97.0
5023,Target Store T-3201-Starbucks,"(37.790841, -122.4012802)",94.0
5025,The Lunchpad,"(37.7763563, -122.4258777)",87.0
5026,New Taraval Cafe,"(37.7432011, -122.4777242)",93.0
5027,Mob Dog,"(37.7876094999999, -122.4040736)",87.0
5028,Five Sweets,"(37.7232123, -122.4546234)",91.0909090909
5029,Izzy's Cheesesteaks,"(37.7697799, -122.4120353)",92.0
5030,Phil'z Coffee,"(37.7918198, -122.3989854)",88.0
5031,Relive Spa,"(37.762553, -122.4282626)",100.0
5032,Tofino Wines,"(37.782792, -122.447801)",100.0
5033,Cafe New Honolulu,"(37.7938774, -122.4076729)",68.0
5036,The Noodle House,"(37.7335349, -122.4895636)",79.5
5037,Ro Cafe,"(37.7820721, -122.448526)",90.0
5039,California Bakery,"(37.7807515999999, -122.413342)",85.0
5041,Fort Mason Market and Deli,"(37.7998294, -122.4277466)",96.0
5042,Toast Eatery,"(37.7430144, -122.4269006)",91.6
5043,Mathilde French Bistro,"(37.7800982, -122.402901)",92.0
5044,Glen Park Market,"(37.7334258, -122.4343424)",94.0
5045,Tacorgasmico,"(37.763214, -122.4338233)",100.0
5047,"Cava22, Inc","(37.7552451, -122.4196896)",87.5714285714
5048,Rusty's Southern LLC,"(37.7842971, -122.418578)",92.0
5049,"24 Hour Fitness, #273","(37.7100729, -122.4679579)",90.75
5050,El Pipila,"(37.781883, -122.411323)",76.4
5052,Seniores Pizza,"(37.7747836, -122.438001)",92.8
5053,Black Bark,"(37.7819352, -122.4326789)",94.0
5055,Papa Mak's Burgers,"(37.7528057, -122.5041629)",89.1666666667
5056,Cafe De Casa,"(37.8060842, -122.4189129)",91.0
5057,Craftsman and Wolves Pacific,"(37.7948343, -122.4223389)",93.0
5059,New Gyro King,"(37.7786219, -122.4156671)",72.6363636364
5060,Cookie Love,"(37.7898066, -122.4201621)",100.0
5061,Blaze Pizza Fast-Fire'd,"(37.7278702, -122.4770819)",84.75
5062,Scotch Bonnet Jamaican Food Truck,"(37.7914251, -122.4010378)",100.0
5063,I Tea S.F,"(37.7635243, -122.4811727)",86.1666666667
5065,Yangtze Market,"(37.7645234, -122.4199684)",73.8666666667
5066,Veganburg,"(37.7702964, -122.4464997)",91.0
5067,Nieves Cinco De Mayo Produce,"(37.7651526, -122.4207897)",86.0
