,business_name,location,inspection_score,foursquare_id,foursquare_name
4828,Buzz,"(37.781584, -122.4560733)",90.0,551cc2bf498e4f92ab30285a,Buzz
4829,Fayes,"(37.7617876, -122.4243819)",100.0,4a07b0d6f964a52094731fe3,Fayes Video & Espresso Bar
4830,Wang Dae Bak,"(27.5233343, -99.5006327)",96.0,,
4831,Salem Grocery,"(37.786293, -122.4185089)",85.3333333333,4c51308e375c0f47a3cc8e93,Salem Liquor & Grocery
4832,The TL,"(37.7855937, -122.4133956)",92.6666666667,5706f3da498e75ddb89cc384,The TL Cafe And Laundromat
4833,Bernal Heights Market,"(37.7422976, -122.421768)",86.25,5222564111d22c5f3228d6b9,Bernal Height's Market
4834,G Food Lounge,"(37.7837031, -122.3943769)",90.0,52d80e6a498ed07bbfa1ef05,G Food Lounge
4835,Freshroll,"(37.7913315, -122.4014317)",89.0,4fca77a2e4b05d86f26c5ac7,Freshroll Vietnamese Rolls & Bowls
4836,Dona Mayo Mexican Restaurant,"(37.7682915, -122.4175456)",96.0,50ac4944e4b0651a46a562e1,Cinco de Mayo Mexican Restaurant
4837,Jo Jo's Cafe,"(37.7242689, -122.4588988)",85.2222222222,4b1d5ebcf964a5207a0f24e3,Jojo's Cafe 茶餐廳
4838,Native Juice Co.,"(37.7900719, -122.4033546)",90.4,5553a0ae498eab4cc9b0275c,Native Co.
4839,Halal Cart LLC,"(37.7938462, -122.3948366)",94.0,523c9758498e959b88a4fa40,Halal Cart
4840,Slurp Noodle Bar,"(37.7615011, -122.4347903)",88.0,542ed8cb498e64bc7d025909,Slurp Noodle Bar
4841,Crazy Pepper,"(37.7209008, -122.4462372)",60.0,4e434bc61495455b10c04595,Crazy Pepper
4842,Bon Appetit Management Co,"(37.7876542, -122.4027601)",100.0,,
4843,Bon Appetit Management Co,"(37.7876542, -122.4027601)",96.0,,
4844,Bon Appetit Management Co,"(37.7876542, -122.4027601)",100.0,,
4845,Sharetea,"(37.7842717, -122.4031587)",92.8,54f0d6d5498e9a7e483f2e80,Sharetea
4846,Vitality Bowls #20,"(37.7918989, -122.3928335)",94.0,555e7f11498e21bbb608aa2d,Vitality Bowls Lafayette
4847,NTRI II LLC,"(37.7667464, -122.4306068)",92.0,5513b5fb498e65c4d051660c,"G II Productions, LLC"
4848,Martha & Bros. Coffee Co,"(37.7640791, -122.4622341)",86.0,50b7a28ce4b085201172bb3c,Martha & Bros. Coffee
4849,El Tesoro Taqueria and Grill,"(37.7854505, -122.4144814)",100.0,4af4928ff964a520f9f321e3,El Tesoro Taqueria & Grill
4850,SF - MLT,"(37.7825039, -122.4789364)",88.0,55d0041f498e32f4c2903d93,SF-MLT
4851,Silver Cloud,"(37.8003635, -122.4342891)",77.1111111111,435ad280f964a52002291fe3,Silver Clouds
4852,Birba,"(37.7778404, -122.4242244)",90.0,551b7760498e1612b67f33f9,Birba
4853,Bottle Zup,"(37.784118, -122.4064352)",88.0,49ca8f4df964a520b9581fe3,Blue Bottle Coffee
4854,Super Save Supermarket,"(37.7367438, -122.3896784)",90.5714285714,4be1fbbc660ec928e858c83b,Super Save
4855,Sally's Restaurant and Deli,"(37.765725, -122.402024)",76.8461538462,49caa2e3f964a520cd581fe3,Sally's Restaurant & Deli
4856,Koja Kitchen Truck,"(37.8067864, -122.4314179)",97.0,4eb03861754a67f6629928a8,KoJa Kitchen
4857,Barry's Boot Camp,"(37.7998124, -122.4387604)",92.3333333333,56758f43498e50c50235bc4e,Barry's Bootcamp Marina
4858,Dos Pinas,"(37.7667656, -122.4024758)",83.0,40b52f80f964a52061001fe3,Dos Piñas
4859,McDonald's,"(37.7234943, -122.455453)",95.0,4a60277ff964a520b9c01fe3,McDonald's
4860,Octavia,"(37.7879734, -122.4271263)",96.0,55319ec2498ee038ee77c144,Octavia
4861,Myriad,"(37.7572684, -122.4187327)",87.0,55899a94498ef1db49ba343d,Myriad Gastropub
4862,Vietnam House,"(37.7834741, -122.4183574)",70.0,4c3cc072b36ac928488a0486,Vietnam House
4863,Humphry Slocombe Ice Cream,"(37.7841182, -122.4104099)",94.0,595313c9c21cb164ba5e938e,Humphry Slocombe Ice Cream @ Off The Grid
4864,Kufu-Ya Japanese Restaurant Inc.,"(37.779412, -122.4945233)",98.0,4ceb52b2948f224bdf58005e,Kufu-ya Japanese Restaurant
4865,Woori Food Market,"(37.783751, -122.43249)",69.0,58e0358edfa6ff63a9e0f234,Woori Food Market
4866,Luna Rossa,"(37.7819382, -122.4831857)",94.6666666667,55345630498ee5b605ac4472,Luna Rossa
4867,Little Sweet,"(37.7814797, -122.4606872)",83.25,51eb348d498efde2657abad0,Little Sweet
4868,Cafe Broadway,"(37.797982, -122.408209)",71.0625,550f4bbf498e0e905134d593,Cafe Broadway
4869,Bashfull Bull Too,"(37.7420178, -122.5048188)",89.0,4a7f1d8cf964a520e5f21fe3,Bashful Bull Too
4870,Mission Pie,"(37.7505546, -122.4179873)",100.0,463c010af964a52027461fe3,Mission Pie
4871,Tycoon Cafe & Restaurant,"(37.7857271, -122.4151627)",80.2307692308,54cae780498e42494450ded5,Tycoon Thai Restaurant
4872,NTRI II LLC,"(37.7667464, -122.4306068)",94.6666666667,5513b5fb498e65c4d051660c,"G II Productions, LLC"
4873,NTRI II LLC,"(37.7667464, -122.4306068)",92.0,5513b5fb498e65c4d051660c,"G II Productions, LLC"
4874,Bobapioca,"(37.7946469, -122.4045611)",94.0,56ad39a5498e0aacc4f7b87f,Bobapioca
4875,Rocko's Ice Cream Taco,"(37.8067864, -122.4314179)",95.3333333333,4c0d7602336220a1a7c4ca77,Ice Cream & Taco Truck
4876,Plate,"(37.800117, -122.4397083)",89.0,4a9ec745f964a520263b20e3,Home Plate
4877,SF Noriega New Century Seafood,"(37.753461, -122.4897958)",84.0,4ed7fef16c25acaabb657694,New Century Seafood Market
4878,Sons & Daughters,"(37.7902809, -122.4091133)",87.0,51d25a898bbd024bb44bff91,Wise Sons Jewish Delicatessen
4879,Little Beijing Restaurant,"(37.7543566, -122.477832)",81.6,4b1f13bff964a520b62324e3,Little Beijing
4880,Rangoon Ruby Burmese Cuisine,"(37.7917464, -122.4207943)",64.8333333333,,
4881,Celtic Coffee Company,"(37.7809345999999, -122.4144381)",85.25,4b21515cf964a520103a24e3,Celtic Coffee Company
4882,Nourish Cafe,"(37.7852066, -122.4647575)",89.6,54ea1afc498e12af65963097,Nourish Cafe SF
4883,Twirl And Dip,"(37.7645926, -122.4013107)",98.0,4c7d7e4e9221236aeb6c7f3d,Twirl And Dip
4884,Jicama LLC,"(37.750858, -122.394103)",100.0,52f59a86498ecca603416aed,"2EJK, LLC"
4885,Chai Bar By David Rio,"(37.7815795, -122.4104437)",90.5,,
4886,Kung Food,"(37.7776586, -122.4387007)",82.0,55296bc4498e090969c1b809,Kung Food
4887,Philz Coffee,"(37.7543385, -122.3901851)",96.0,553fe7b3498e44acdf45e71d,Philz Coffee
4888,AT&T PARK - Food Stand,"(37.7785351, -122.3894833)",93.0,4bd2177d046076b055357371,AT&T Park
4889,Tiffany's Cafe,"(37.7416128, -122.3874168)",90.0,4bbb870a51b89c746152862a,Tiffany's Cafe
4890,Kama O Deli LLC,"(37.7801921999999, -122.3946365)",90.0,553564fe498e27b0a22d234b,Kama O Deli
4891,Hotel Vitale,"(37.793689, -122.3932986)",94.0,44e9ba83f964a520a9371fe3,Hotel Vitale
4892,Tian Sing Chinese Restaurant,"(37.7857555, -122.4085436)",81.0,49b5b56af964a520fd521fe3,Yank Sing
4893,Built By The Counter,"(37.7278702, -122.4770819)",89.6,4b5967c8f964a5205d8728e3,The Counter Burger Corte Madera
4894,Hillside Supper Club,"(37.7466436, -122.4133719)",100.0,4f600b86e4b039028ef5049b,Hillside Supper Club
4895,Love Healthy Foods,"(37.7278702, -122.4770819)",100.0,,
4896,Kahnfections,"(37.7400035, -122.409373)",100.0,590c7eaf356b492c77dd1be4,Kahnfections
4897,Mensho Tokyo,"(37.786707, -122.4143269)",98.0,56b4af45498e429dd2223d46,Mensho Tokyo
4898,Parc 55 San Francisco a Hilton Hotel,"(37.784887, -122.4090343)",90.0,43c3ed00f964a520562d1fe3,Parc 55 San Francisco - A Hilton Hotel
4899,San Francisco Japan Center Chocolate Chair Inc.,"(37.7852966, -122.4306727)",89.0,,
4900,Lord Stanley,"(37.7957697, -122.4219803)",97.0,5579d160498ec78aba4bf23d,Lord Stanley
4901,Target Store T-3201-Starbucks,"(37.790841, -122.4012802)",94.0,5615a2ae498e805986b997fc,Starbucks - Target Express
4902,The Lunchpad,"(37.7763563, -122.4258777)",87.0,51685f7de4b08ce8b5293934,The Lunchpad
4903,New Taraval Cafe,"(37.7432011, -122.4777242)",93.0,4a997d40f964a5209d2e20e3,New Taraval Cafe
4904,Mob Dog,"(37.7876094999999, -122.4040736)",87.0,4ae79cb4f964a520d0ac21e3,Mission Creek Dog Park
4905,Five Sweets,"(37.7232123, -122.4546234)",91.0909090909,55b57ab8498ebf908fe76176,5 Sweets
4906,Izzy's Cheesesteaks,"(37.7697799, -122.4120353)",92.0,573cc05d498ed0f35cc36be0,Izzy's Cheesesteaks
4907,Phil'z Coffee,"(37.7918198, -122.3989854)",88.0,4a844f01f964a5203bfc1fe3,Philz Coffee
4908,Relive Spa,"(37.762553, -122.4282626)",100.0,55a2e0e9498ee639b73cba32,Suchada
4909,Tofino Wines,"(37.782792, -122.447801)",100.0,5531900b498eca93a63d896c,Tofino Wines
4910,Cafe New Honolulu,"(37.7938774, -122.4076729)",68.0,4b8f1df0f964a520e34933e3,Cafe Honolulu
4911,The Noodle House,"(37.7335349, -122.4895636)",79.5,520fbe4b11d28a5355c2bda6,Noodle House
4912,Ro Cafe,"(37.7820721, -122.448526)",90.0,51955dc5498ef9d414b6eac1,Ro Cafe
4913,California Bakery,"(37.7807515999999, -122.413342)",85.0,4b9d27a7f964a5208b9436e3,California Bakery
4914,Fort Mason Market and Deli,"(37.7998294, -122.4277466)",96.0,4a529bbcf964a520cbb11fe3,Fort Mason Market & Deli
4915,Toast Eatery,"(37.7430144, -122.4269006)",91.6,454f45eef964a520d43c1fe3,Toast Eatery
4916,Mathilde French Bistro,"(37.7800982, -122.402901)",92.0,55e756ad498ef95fd0bf6451,Mathilde French Bistro
4917,Glen Park Market,"(37.7334258, -122.4343424)",94.0,463b2d04f964a52021461fe3,Glen Park BART Station
4918,Tacorgasmico,"(37.763214, -122.4338233)",100.0,554fb605498e023761d1185c,Tacorgasmico
4919,"Cava22, Inc","(37.7552451, -122.4196896)",87.5714285714,4a066565f964a520f2721fe3,Cava 22
4920,Rusty's Southern LLC,"(37.7842971, -122.418578)",92.0,552043bc498ea443ae08a883,Rusty's Southern
4921,"24 Hour Fitness, #273","(37.7100729, -122.4679579)",90.75,4ced707494b99eb03d6b1f56,24 Hour Fitness
4922,El Pipila,"(37.781883, -122.411323)",76.4,551afd43498ec08d6221b3a2,El Pipila
4923,Seniores Pizza,"(37.7747836, -122.438001)",92.8,5514fc94498ee91ac6dcb4af,Seniore's Pizza
4924,Black Bark,"(37.7819352, -122.4326789)",94.0,56541504498ec3adaeef3057,Black Bark BBQ
4925,Papa Mak's Burgers,"(37.7528057, -122.5041629)",89.1666666667,55dd4192498ee15d2ea9da76,Papa Mak's Burgers
4926,Cafe De Casa,"(37.8060842, -122.4189129)",91.0,56676578498ea3606c450af7,Cafe de Casa
4927,Craftsman and Wolves Pacific,"(37.7948343, -122.4223389)",93.0,566065fd498e3debd09733b7,Craftsman and Wolves
4928,New Gyro King,"(37.7786219, -122.4156671)",72.6363636364,44e36f32f964a52041371fe3,Gyro King
4929,Cookie Love,"(37.7898066, -122.4201621)",100.0,552bee01498eff52cf870c46,Cookie Love
4930,Blaze Pizza Fast-Fire'd,"(37.7278702, -122.4770819)",84.75,,
4931,Scotch Bonnet Jamaican Food Truck,"(37.7914251, -122.4010378)",100.0,55dccefd498ee2d1c91fd659,scorch bonnet jamaican food truck
4932,I Tea S.F,"(37.7635243, -122.4811727)",86.1666666667,41059b00f964a520850b1fe3,San Francisco International Airport (SFO) (San Francisco International Airport)
4933,Yangtze Market,"(37.7645234, -122.4199684)",73.8666666667,538e4836498e126875602d18,Yangtze Meat and Fish Market
4934,Veganburg,"(37.7702964, -122.4464997)",91.0,55bec3d8498ea0833a1c10b7,VeganBurg
4935,Nieves Cinco De Mayo Produce,"(37.7651526, -122.4207897)",86.0,53124c25498e1c8d62af3207,Nieves Cinco de Mayo
4936,Jin Mi BBQ & Tofu,"(37.7818371, -122.4166946)",89.0,52c1ec13498e768ed96c0fdf,Jin Mi Korean Cuisine
4937,Senor Sisig #4,"(37.8067864, -122.4314179)",89.0,4c65ee1e7abde21e01516268,Señor Sisig
4938,Artis Coffee,"(37.7773228, -122.4250165)",94.0,52a25327498ee5268ca06ad6,Artis Coffee Roasters
4939,Way To Life Foods,"(37.7803868, -122.4129543)",100.0,4f32812819836c91c7de479f,Total Life Health Foods
4940,Chef Gao Restaurant Inc,"(37.7323821, -122.474348)",84.0,56888112498e1f69125622a8,Chef Gao's Restaurant
4941,Farmhouse Kitchen Thai Cuisine,"(37.7602175, -122.4112856)",82.0,556cce76498e5e64f11e6971,Farmhouse Kitchen
4942,Pupuseria Metapan,"(37.7219473, -122.4365216)",88.6666666667,4d0ed2065b8a8cfa0c8fec83,Pupuseria Metapán
4943,Blue Bottle Coffee,"(37.7767687, -122.4166164)",94.5,5560dbdb498e91a2bcde84f6,Blue Bottle Coffee
4944,Crazy Gringo Taco Wagon Salsa,"(37.7278702, -122.4770819)",100.0,,
4945,Khao San Thai Food,"(37.7697799, -122.4120353)",90.0,56f990ad498e7dd4b03a237d,Khao San Thai Food
4946,Go JoJo's MoJo,"(37.7697799, -122.4120353)",87.8571428571,55c561a7498e6665b6866ec9,Go JoJo's MoJo
4947,Tanuki Restaurant,"(37.7845947, -122.4648947)",92.0,3fd66200f964a52006ed1ee3,Tanuki Restaurant 狸壽司
4948,Serpentine,"(37.7581481, -122.3880873)",86.0,47629427f964a520e54c1fe3,Serpentine
4949,Glaze Teriyaki,"(37.8005024, -122.437723)",87.0,5553a352498e83366f495e42,Glaze Teriyaki
4950,Chim Restaurant,"(37.7943812, -122.4039902)",96.0,4abfdac7f964a5209f9220e3,City View Restaurant
4951,Mona Lisa Restaurant,"(37.7983708, -122.4077662)",86.0,463df059f964a52040461fe3,Mona Lisa Restaurant
4952,California Hot Press Inc,"(37.7495088, -122.4184165)",90.0,,
4953,Montesacro,"(37.7817956, -122.4102587)",86.0,5528570a498eab857713a307,Montesacro
4954,Feel Good Bakery,"(37.7646972, -122.4333552)",100.0,4ad2669df964a52067e120e3,Feel Good Bakery
4955,SF Rescue Mission,"(37.7834176, -122.4115583)",92.0,4a70e088f964a520a7d81fe3,SF MUNI - 14/14L/14X Mission
4956,Noriega Produce LLC,"(37.7527342, -122.504854)",86.1428571429,4a75d4c6f964a52060e11fe3,Noriega Produce Market
4957,Zzan,"(37.7876, -122.4123571)",91.0,55fe2f5d498e201b2d44584b,zzan
4958,Trestle,"(37.7961962, -122.4045409)",100.0,554076fd498ec1e6a4ae0b23,Trestle
4959,Ichi Kakiya,"(37.7426817, -122.4215423)",100.0,4c8ed0d9f9c1199c883bbb49,ICHI Sushi
4960,J & Y Cafe Inc.,"(37.729431, -122.4046201)",81.0,4a088d77f964a520e6731fe3,Leo J Ryan Memorial Park
4961,Epicurean at Dolby,"(37.7775512, -122.4156849)",93.0,565378a8498ee87b7e3c5b28,1275 Café
4962,Marcella's Lasagneria E Cucina,"(37.7580604, -122.3891494)",89.0,4f8b1e6bbe77b15e3ac57be0,Marcella's Lasagneria & Cucina
4963,"Teaway, LLC","(37.7634766, -122.4823893)",92.0,4e87cfed823178916278a7ff,TeaWay Flagship 一茶道
4964,Starbucks Coffee #9211,"(37.7938462, -122.3948366)",100.0,4a2e8573f964a52019981fe3,Starbucks
4965,Tavares Inc.,"(37.765725, -122.402024)",95.0,54d527ef498e38d08e855071,Tavares
4966,Mizutani Sushi Bar,"(37.7851686, -122.4648815)",94.0,5569137b498e15ee7ca5adfc,Mizutani Sushi Bar
4967,The Pin Up,"(37.782711, -122.4005882)",89.0,565e0720498edbd99c6a3b51,the pin up all-star diner
4968,Pizza Joint,"(37.7761503, -122.4918133)",93.6666666667,4c6703e4e1da1b8dd0c79cc3,The Pizza Joint
4969,Lazeez,"(37.7513918, -122.4300348)",97.0,56317a18498e03d6d8a191ab,Lazeez
4970,Fish and Farm,"(37.7951109, -122.4007168)",93.5,554bffed498efa10761ec249,Fish & Farm
4971,Taqueria Mexico Tipico,"(37.7249279, -122.4343267)",84.0,4a6b8478f964a520ecce1fe3,Mexico Tipico
4972,The Hummus Guy Corp.,"(37.7833136, -122.4618978)",100.0,5711286d498e01f6390e0953,The Hummus Guy
4973,Hula Truck,"(37.8067864, -122.4314179)",84.6666666667,5745f9f3498ebad05ec0d451,Hula Truck 408
4974,Bon Marche Brasserie & Bar,"(37.7767687, -122.4166164)",90.0,57e19111498ed7c63f432976,Bon Marché Pop-Up Lunch
4975,Lark,"(37.7610908, -122.4341939)",88.75,552d9a9a498ef6abfdae677a,Lark
4976,Bon Appetit @ Twitter,"(37.776275, -122.4162807)",98.0,557727eb498ea8f0ca7a7e9d,Bon Appetit Box
4977,Bon Appetit @ Twitter,"(37.776275, -122.4162807)",94.0,557727eb498ea8f0ca7a7e9d,Bon Appetit Box
4978,Bon Appetit @ Twitter,"(37.776275, -122.4162807)",93.5,557727eb498ea8f0ca7a7e9d,Bon Appetit Box
4979,Aloha Hawaiian Barbecue,"(37.7194255, -122.4386237)",89.4,55397523498e9909f3edd32d,Aloha BBQ
4980,Slice House by Tony Gemignani,"(37.7807773, -122.3913243)",91.0,5849c58a6ad73d598e7f4174,Slice House by Tony Gemignani
4981,Old Bus Tavern,"(37.7457009, -122.4195079)",96.0,55a33e80498ebb1b4a0d45df,Old Bus Tavern
4982,Gallery Cafe,"(37.7948302, -122.4112927)",99.0,4a558a84f964a5203ab41fe3,Gallery Cafe
4983,The Barrel Room,"(37.7942702, -122.4016371)",94.6666666667,5548472d498ec3e4bdd74d09,The Barrel Room
4984,Christine's Sausage,"(37.7803868, -122.4129543)",100.0,4b54afd9f964a52016c727e3,Rosamunde Sausage Grill
4985,Tacos El Paisano #2,"(37.7697799, -122.4120353)",90.0,4fb313b3e4b03193b6d61d77,Tacos el Paisano
4986,AT&T - Food Cart,"(37.7785351, -122.3894833)",100.0,4bd2177d046076b055357371,AT&T Park
4987,AT&T Park - Wine Cart,"(37.7785351, -122.3894833)",100.0,4bd2177d046076b055357371,AT&T Park
4988,AT&T Park - Food Cart,"(37.7785351, -122.3894833)",98.8,4bd2177d046076b055357371,AT&T Park
4989,AT&T Park - Coors Light Plaza,"(37.7785351, -122.3894833)",98.6666666667,4bd2177d046076b055357371,AT&T Park
4990,AT&T Park - Beer Cart P14,"(37.7785351, -122.3894833)",96.0,4bd2177d046076b055357371,AT&T Park
4991,AT&T Park - Food Cart P2,"(37.7785351, -122.3894833)",100.0,4bd2177d046076b055357371,AT&T Park
4992,AT&T Park - Beer Cart P15,"(37.7785351, -122.3894833)",100.0,4bd2177d046076b055357371,AT&T Park
4993,Szechuan Taste Restaurant Inc,"(37.7428063, -122.4761137)",83.8888888889,4b130c96f964a520539323e3,Szechuan Taste Restaurant
4994,No No Burger,"(37.7697799, -122.4120353)",89.8,5650e4ab498edd90781e193d,No No Burger
4995,Don Pablo,"(37.8067864, -122.4314179)",84.0,57e9cda7498e051618d3f9eb,don pablo peruvian asian cuisine
4996,3 Brothers Kitchen,"(37.8067864, -122.4314179)",98.0,53ae2128498e345e4a20758d,3 Brothers Kitchen
4997,Park Central Hotel SF-Banquet & Catering,"(37.7864234, -122.4031008)",78.0,49d2c646f964a520d45b1fe3,Park Central Hotel San Francisco
4998,Park Central Hotel SF-Employee Cafeteria,"(37.7864234, -122.4031008)",83.0,49d2c646f964a520d45b1fe3,Park Central Hotel San Francisco
4999,Asha Tea House,"(37.7881803, -122.4036958)",87.0,55ccec5e498e015b5c6a0eb2,Asha Tea House
5000,Park Central Hotel SF-Garde Manger,"(37.7864234, -122.4031008)",85.0,49d2c646f964a520d45b1fe3,Park Central Hotel San Francisco
5001,Park Central Hotel SF-Maso,"(37.7864234, -122.4031008)",78.0,49d2c646f964a520d45b1fe3,Park Central Hotel San Francisco
5002,Park Central Hotel SF-3rd Floor Pantry,"(37.7864234, -122.4031008)",81.0,,
5003,Pressed,"(37.7943636, -122.3956982)",97.3333333333,57bdef50498ea57942d99b56,Pressed Juicery
5004,Belga,"(37.7977014, -122.4324277)",90.6,554c21e1498ece8847f51818,Belga
5005,Super Duper,"(37.7914468, -122.40403)",91.75,4ddd32f9d4c082f960d7fe2b,Super Duper Burger
5006,Hops & Hominy,"(37.7892867, -122.4054284)",96.0,4ed9a975be7be28336ddc111,Hops & Hominy
5007,Blue Bottle Coffee,"(37.7914251, -122.4010378)",88.75,5579b87c498e975f3be98a1e,Blue Bottle Coffee
5008,The Storehouse,"(37.7285533, -122.366947)",100.0,55b3ff5e498e4c7fcf694014,The Storehouse
5009,San Francisco Giants,"(37.7785351, -122.3894833)",90.3333333333,4e6ad115e4cdb37551c1335d,San Francisco Giants Home Clubhouse
5010,Chez Maman,"(37.7624429, -122.3967113)",91.0,44fc6d0bf964a52085381fe3,Chez Maman East
5011,Smitten Ice Cream,"(37.7890469, -122.4342663)",92.8,5580cf64498e02a81bc0e87d,Smitten Ice Cream
5012,Acquolina,"(37.8006479, -122.4089845)",72.875,553d4ba2498e5b4d01d1d426,Acquolina
5013,Philz Coffee,"(37.7601095, -122.4346984)",98.0,5613f02d498e46b274c37a65,Philz Coffee
5014,Larkin Street Youth Services,"(37.7822606, -122.4129867)",94.0,4bda0feba8d976b0a6700cb5,Larkin Street Youth Services
5015,Anzu To You,"(37.7697799, -122.4120353)",86.0,5637d094498e22d086245936,Anzu to You
5016,Philz Coffee,"(37.7646082, -122.4013021)",100.0,4a844f01f964a5203bfc1fe3,Philz Coffee
5017,Serenity Specialty Foods,"(37.7637067, -122.4660185)",100.0,49d64dfaf964a520b45c1fe3,Hennessy's Wines & Specialty Foods
5018,Loews Regency San Francisco (Main Kitchen),"(37.7925324, -122.4007072)",86.2857142857,552f644c498eb8e716416453,Loews Regency San Francisco
5019,Loews Regency San Francisco (Bar Pantry),"(37.7925324, -122.4007072)",94.0,552f644c498eb8e716416453,Loews Regency San Francisco
5020,Loews Regency San Francisco (Employee Cafeteria),"(37.7925324, -122.4007072)",95.5,552f644c498eb8e716416453,Loews Regency San Francisco
5021,Loews Regency San Francisco (Pantry),"(37.7925324, -122.4007072)",97.3333333333,4a050141f964a52047721fe3,Hyatt Regency San Francisco
5022,Loews Regency San Francisco (Pastry Kitchen),"(37.7925324, -122.4007072)",94.0,552f644c498eb8e716416453,Loews Regency San Francisco
5023,Serenity Specialty Foods,"(37.768712, -122.3902089)",100.0,49d64dfaf964a520b45c1fe3,Hennessy's Wines & Specialty Foods
5024,Hinata Sushi,"(37.7831056, -122.4206372)",98.0,584a0d7b349355671db7eab2,Hinata
5025,Hayabusa,"(37.7837031, -122.3943769)",94.0,,
5026,Lychee Cafe No.2,"(37.7630772, -122.4830771)",83.0,,
5027,Project Juice,"(37.7772362, -122.4224061)",96.0,54c55706498e10a9910727a1,Project Juice
5028,Alice Chinese Bistro,"(37.762386, -122.4665591)",82.0,582a5d4e8af0d4546bce8355,WJ Kitchen Chinese Bistro
5029,Sam Wo Restaurant & Bakery,"(37.794238, -122.4051104)",86.0,56205210498ee269dc203e29,Sam Wo Restaurant
5030,The Richfield,"(37.7849868, -122.4636995)",95.0,5582e64c498e13943a4ed9e1,The Richfield
5031,Ping's Raw Foods,"(37.7514056, -122.4289997)",100.0,,
5032,Love Healthy Foods,"(37.7833136, -122.4618978)",100.0,,
5033,Chaiya Thai Restaurant,"(37.741088, -122.4650793)",92.0,49ca9035f964a520ba581fe3,Osha Thai Restaurant & Lounge
5034,Mellow's Cafe,"(37.7429546, -122.481231)",96.0,55a17f08498e3436e7f3d172,Mellow's Cafe
5035,Stanford Hotel,"(37.7905571999999, -122.4038736)",100.0,4f4bcf53d5fb493bfa63c940,Stanford Hotels
5036,Taqueria Girasol Inc,"(37.7223946, -122.4786143)",90.0,4acb90adf964a52057c420e3,Taqueria Girasol
5037,Sqwers Restaurant,"(37.7817187, -122.4513786)",68.0,513a4806c84c60d09153e2cc,SQwers Izakaya & Sushi BAR
5038,My Tofu House,"(37.7805256, -122.4690967)",98.0,4387a580f964a5200f2b1fe3,My Tofu House
5039,TJ Cups Inc,"(37.7535035999999, -122.4900165)",94.5,55d938c0498ebf437dea9052,TJ Cups
5040,El Rincon Yucateco,"(37.7856889, -122.4127791)",100.0,55ee12f4498e5acd582cd338,El Rincon Yucateco
5041,JW&L Market,"(37.7986858, -122.4090436)",86.8888888889,4ad4d975f964a5203bfc20e3,JW Marriott San Francisco Union Square
5042,Little Kitchen,"(37.7989757, -122.4225765)",81.5,51eaf8b9498e8ed87492c9af,Little Kitchen
5043,Five Star Truffles,"(37.7606269, -122.4368867)",100.0,4db1b36c316a8fa68994c87d,Five Star Truffles and Coffee
5044,Corner Bakery Cafe #1584,"(37.7880302, -122.4026327)",97.0,53d7fc3a498e2e4a8f490739,Corner Bakery
5045,Nombe Catering & Events,"(37.7841182, -122.4104099)",92.0,584467fc8d8e9967673be729,Nombe Ramen Class
5046,City Super,"(37.7960736, -122.4080406)",78.0,523a4e5f93cdc3613ce4781f,City Super 聯興超級市場
5047,Edible Arrangements,"(37.8052446, -122.4156028)",94.6666666667,4e5fadf5aeb7769b2d243a34,Edible Arrangements 1232
5048,Local Brewing Co LLC,"(37.7764897, -122.39716)",100.0,55691e83498ead1a6c5dbb06,Local Brewing Co.
5049,Chipotle Mexican Grill,"(37.7821682, -122.4464584)",96.0,55c22c50498ed3a8d492dceb,Chipotle Mexican Grill
5050,Rubin's Market,"(37.7494508, -122.4135721)",93.2,4b9030ddf964a520457b33e3,Rubin Market
5051,Left Coast Catering,"(37.725025, -122.3879063)",98.0,4d0ed2f95b8a8cfa9c94ec83,Left coast catering
5052,Provender,"(37.7624555, -122.3968396)",96.5,555ce0e0498ef57fc07a33ee,Provender Coffee
5053,Golden Gate University Bookstore,"(37.7892505, -122.3989058)",100.0,4cf5260ca41a60fc5d2b2fc0,Golden Gate University Bookstore
5054,BEL SF,"(37.7452526, -122.4198439)",100.0,53265841498ea23dd0ed634c,Bel
5055,Ly's Vietnamese Cuisine,"(37.8003011, -122.4306392)",90.0,4a6d167bf964a52082d21fe3,Ly's Vietnamese Cuisine
5056,Courtyard San Francisco Union Square,"(37.7872681, -122.4142493)",100.0,558ba174498ecd883ae9c3d8,Courtyard San Francisco Union Square
5057,La Capra Coffee,"(37.7826875, -122.3983425)",88.8571428571,55a3e00d498e1ef2f0a8ad76,La Capra Coffee
5058,Bund Shanghai Restaurant,"(37.796365, -122.40598)",77.1818181818,4ab83586f964a520907c20e3,Bund Shanghai Restaurant
5059,San Francisco Marriott Union Square - Employee,"(37.7894032, -122.4083743)",98.0,49fdbce9f964a520246f1fe3,San Francisco Marriott Union Square
5060,San Francisco Marriott Union Square - Main Kitchen,"(37.7894383, -122.4083783)",94.6666666667,49fdbce9f964a520246f1fe3,San Francisco Marriott Union Square
5061,SF Marriott Union Square (Banquet Kitchen),"(37.7824843, -122.4080736)",99.0,49d2c3b6f964a520d15b1fe3,San Francisco Marriott Marquis
5062,Lou's Cafe,"(37.7926387, -122.3989854)",88.3333333333,560afa99498e844aefedf59d,Lou's Cafe
5063,The Spice Jar,"(37.754284, -122.4095367)",93.1428571429,558f35b9498ec4e764d8f2b3,The Spice Jar
